text,intent
compose message to marketing re: thank you,send_email
send an email to ops about about launch,send_email
send a note to myself titled 'metrics to watch',send_email
send an email to ops about hiring plan,send_email
send an email to design about metrics to watch,send_email
compose message to finance re: hiring plan,send_email
write an email to Yaz: Agenda below,send_email
email John the OKRs,send_email
compose message to design re: ideas,send_email
write an email to Owen: Please review by EOD,send_email
email the finance See comments inline,send_email
draft an email to Raj subject ideas,send_email
send follow-up to Val with subject about launch,send_email
send an email to team about metrics to watch,send_email
email the finance See comments inline,send_email
send a note to myself titled 'hiring plan',send_email
email the product group Quick update,send_email
send an email to product group about thank you,send_email
send an email to finance about OKRs,send_email
draft an email to Alex subject status update,send_email
send an email to marketing about ideas,send_email
send follow-up to Alex with subject OKRs,send_email
send an email to engineering about about launch,send_email
email the marketing Quick update,send_email
send an email to team about about launch,send_email
email Priya the ideas,send_email
compose message to marketing re: metrics to watch,send_email
draft an email to Owen subject status update,send_email
send a note to myself titled 'OKRs',send_email
write an email to Bob: Follow-up from our call,send_email
send follow-up to Jack with subject invoice,send_email
compose message to product group re: invoice,send_email
email Kim the status update,send_email
send follow-up to Iris with subject thank you,send_email
draft an email to Kim subject metrics to watch,send_email
send a note to myself titled 'thank you',send_email
write an email to Grace: Thanks for your help,send_email
compose message to ops re: invoice,send_email
send follow-up to Grace with subject OKRs,send_email
draft an email to Jane subject travel plans,send_email
send a note to myself titled 'contract',send_email
send an email to product group about invoice,send_email
draft an email to Wes subject metrics to watch,send_email
draft an email to Quinn subject travel plans,send_email
send a note to myself titled 'metrics to watch',send_email
email the marketing Follow-up from our call,send_email
send an email to team about ideas,send_email
draft an email to Jane subject travel plans,send_email
email the finance See comments inline,send_email
email Uri the metrics to watch,send_email
compose message to engineering re: travel plans,send_email
draft an email to Kim subject metrics to watch,send_email
write an email to Henry: Please review by EOD,send_email
send follow-up to Jack with subject about launch,send_email
send a note to myself titled 'invoice',send_email
send a note to myself titled 'about launch',send_email
send an email to team about OKRs,send_email
draft an email to Sarah subject ideas,send_email
draft an email to Zed subject travel plans,send_email
email the product group Quick update,send_email
draft an email to Kim subject metrics to watch,send_email
email Quinn the metrics to watch,send_email
email the finance Agenda below,send_email
write an email to Iris: Attaching the document,send_email
send an email to ops about about launch,send_email
send follow-up to Val with subject contract,send_email
write an email to Grace: Please review by EOD,send_email
send follow-up to Raj with subject invoice,send_email
send an email to marketing about thank you,send_email
draft an email to Henry subject invoice,send_email
send an email to ops about OKRs,send_email
compose message to product group re: ideas,send_email
draft an email to Frank subject status update,send_email
draft an email to Maya subject metrics to watch,send_email
send a note to myself titled 'metrics to watch',send_email
draft an email to Quinn subject status update,send_email
send follow-up to Liam with subject status update,send_email
send follow-up to Wes with subject thank you,send_email
email the marketing Attaching the document,send_email
send a note to myself titled 'invoice',send_email
draft an email to Jack subject invoice,send_email
write an email to Alex: Attaching the document,send_email
write an email to John: Quick update,send_email
send a note to myself titled 'invoice',send_email
send an email to finance about about launch,send_email
email Erin the contract,send_email
compose message to ops re: invoice,send_email
email Jack the travel plans,send_email
send a note to myself titled 'ideas',send_email
send follow-up to Xena with subject travel plans,send_email
draft an email to Xena subject thank you,send_email
email Priya the travel plans,send_email
draft an email to Owen subject contract,send_email
write an email to Grace: Let's discuss tomorrow,send_email
email the finance Here are the next steps,send_email
draft an email to Zed subject OKRs,send_email
email the product group Attaching the document,send_email
email the product group Let's discuss tomorrow,send_email
email the marketing Please review by EOD,send_email
send a note to myself titled 'OKRs',send_email
send an email to engineering about thank you,send_email
email the marketing Please review by EOD,send_email
write an email to Charlie: Agenda below,send_email
draft an email to Grace subject OKRs,send_email
email Owen the invoice,send_email
send an email to team about invoice,send_email
send a note to myself titled 'status update',send_email
write an email to Sarah: Here are the next steps,send_email
send follow-up to Alice with subject OKRs,send_email
email Erin the ideas,send_email
email the ops Attaching the document,send_email
compose message to team re: about launch,send_email
compose message to team re: status update,send_email
email Maya the invoice,send_email
draft an email to Sam subject about launch,send_email
send an email to team about travel plans,send_email
send follow-up to Tia with subject about launch,send_email
draft an email to Henry subject status update,send_email
email Quinn the status update,send_email
send follow-up to Priya with subject status update,send_email
send a note to myself titled 'status update',send_email
draft an email to Xena subject about launch,send_email
send follow-up to Uri with subject thank you,send_email
write an email to Jack: Attaching the document,send_email
write an email to Quinn: Quick update,send_email
compose message to ops re: hiring plan,send_email
email the finance Attaching the document,send_email
send a note to myself titled 'hiring plan',send_email
send an email to team about travel plans,send_email
draft an email to Maya subject ideas,send_email
send follow-up to Iris with subject thank you,send_email
send an email to ops about status update,send_email
write an email to Sarah: I'll send the draft,send_email
write an email to Charlie: Follow-up from our call,send_email
email the ops Follow-up from our call,send_email
draft an email to Sam subject about launch,send_email
compose message to team re: OKRs,send_email
email the product group Thanks for your help,send_email
email the ops Let's discuss tomorrow,send_email
compose message to design re: travel plans,send_email
email Alex the about launch,send_email
email Frank the status update,send_email
send a note to myself titled 'hiring plan',send_email
draft an email to Henry subject contract,send_email
email Henry the OKRs,send_email
send an email to design about metrics to watch,send_email
send a note to myself titled 'thank you',send_email
send a note to myself titled 'ideas',send_email
draft an email to Xena subject status update,send_email
send an email to design about about launch,send_email
email Dana the contract,send_email
email Xena the hiring plan,send_email
draft an email to Liam subject metrics to watch,send_email
email the design Quick update,send_email
send follow-up to Dana with subject travel plans,send_email
send follow-up to Erin with subject about launch,send_email
compose message to finance re: hiring plan,send_email
send an email to finance about hiring plan,send_email
send follow-up to Yaz with subject OKRs,send_email
send follow-up to Alex with subject invoice,send_email
compose message to engineering re: thank you,send_email
compose message to engineering re: thank you,send_email
email Tia the travel plans,send_email
send follow-up to Zed with subject hiring plan,send_email
email Quinn the hiring plan,send_email
send an email to ops about metrics to watch,send_email
send a note to myself titled 'travel plans',send_email
email John the OKRs,send_email
send follow-up to Zed with subject contract,send_email
send an email to ops about about launch,send_email
email Maya the metrics to watch,send_email
write an email to Jack: Attaching the document,send_email
send follow-up to Erin with subject ideas,send_email
send an email to marketing about OKRs,send_email
draft an email to Charlie subject thank you,send_email
turn on bluetooth,none
increase the brightness,none
start a timer for three minutes,none
start a timer for three minutes,none
what's 15 times 23,none
who won the game last night,none
turn on bluetooth,none
what's my battery percentage,none
what's 15 times 23,none
open settings,none
start a timer for three minutes,none
take a selfie,none
start a timer for three minutes,none
take a selfie,none
turn on bluetooth,none
turn on bluetooth,none
increase the brightness,none
take a selfie,none
open the app store,none
what's the weather like,none
open settings,none
what's 15 times 23,none
increase the brightness,none
turn on bluetooth,none
open settings,none
what's 15 times 23,none
who won the game last night,none
what's my battery percentage,none
what's the weather like,none
take a selfie,none
take a selfie,none
increase the brightness,none
what's the weather like,none
who won the game last night,none
start a timer for three minutes,none
what's my battery percentage,none
what's my battery percentage,none
open settings,none
turn on bluetooth,none
start a timer for three minutes,none
turn on bluetooth,none
increase the brightness,none
turn on bluetooth,none
what's the weather like,none
what's the weather like,none
open settings,none
increase the brightness,none
open settings,none
who won the game last night,none
what's 15 times 23,none
turn on bluetooth,none
open the app store,none
open the app store,none
take a selfie,none
turn on bluetooth,none
what's the weather like,none
turn on bluetooth,none
open settings,none
start a timer for three minutes,none
increase the brightness,none
turn on bluetooth,none
what's 15 times 23,none
turn on bluetooth,none
what's the weather like,none
start a timer for three minutes,none
what's the weather like,none
increase the brightness,none
open the app store,none
who won the game last night,none
who won the game last night,none
start a timer for three minutes,none
what's the weather like,none
who won the game last night,none
who won the game last night,none
increase the brightness,none
what's 15 times 23,none
open settings,none
increase the brightness,none
take a selfie,none
take a selfie,none
start a timer for three minutes,none
increase the brightness,none
what's the weather like,none
open the app store,none
open the app store,none
open the app store,none
open settings,none
take a selfie,none
start a timer for three minutes,none
who won the game last night,none
what's my battery percentage,none
start a timer for three minutes,none
what's the weather like,none
turn on bluetooth,none
take a selfie,none
who won the game last night,none
increase the brightness,none
who won the game last night,none
open settings,none
what's my battery percentage,none
